step,sensor,pos_x,pos_y,pos_z,ori_l,ori_i,ori_j,ori_k,vel_a,vel_b,vel_c
78139,IMU,-1263.493983,1761.304273,1749.705400,0.106314,0.208632,-0.962515,-0.136877,-4.941303,3.157885,3.007082
78140,IMU,-1263.543399,1761.335849,1749.735472,0.106335,0.208620,-0.962518,-0.136856,-4.941888,3.157297,3.007364
78141,IMU,-1263.592816,1761.367420,1749.765541,0.106228,0.208621,-0.962528,-0.136869,-4.941398,3.156852,3.006497
78142,DEPTH,-1263.592984,1761.367423,1749.765304,0.106232,0.208618,-0.962524,-0.136882,-4.941403,3.156851,3.006406
78143,IMU,-1263.642395,1761.398988,1749.795366,0.106310,0.208655,-0.962517,-0.136832,-4.940716,3.156074,3.006074
78144,IMU,-1263.691801,1761.430548,1749.825426,0.106273,0.208638,-0.962536,-0.136748,-4.940558,3.156087,3.005820
78145,IMU,-1263.741206,1761.462110,1749.855485,0.106294,0.208655,-0.962533,-0.136730,-4.940488,3.156161,3.005977
78146,DEPTH,-1263.741585,1761.462121,1749.854953,0.106303,0.208650,-0.962524,-0.136761,-4.940499,3.156160,3.005774
78147,IMU,-1263.790992,1761.493681,1749.885008,0.106383,0.208608,-0.962523,-0.136804,-4.940830,3.155879,3.005350
78148,IMU,-1263.840395,1761.525241,1749.915063,0.106329,0.208580,-0.962535,-0.136802,-4.939828,3.156086,3.005644
78149,IMU,-1263.889792,1761.556801,1749.945121,0.106331,0.208562,-0.962536,-0.136818,-4.939597,3.155917,3.005891
78150,DEPTH,-1263.889921,1761.556806,1749.944940,0.106334,0.208560,-0.962533,-0.136829,-4.939601,3.155916,3.005822
78151,IMU,-1263.939317,1761.588361,1749.975000,0.106240,0.208574,-0.962541,-0.136842,-4.939655,3.155086,3.006169
78152,IMU,-1263.988714,1761.619910,1750.005061,0.106253,0.208539,-0.962542,-0.136876,-4.939631,3.154539,3.006021
78153,IMU,-1264.038107,1761.651450,1750.035123,0.106240,0.208536,-0.962528,-0.136990,-4.938956,3.153605,3.006236
78154,DEPTH,-1264.038313,1761.651461,1750.034836,0.106245,0.208534,-0.962523,-0.137009,-4.938962,3.153604,3.006126
78155,IMU,-1264.087706,1761.682996,1750.064898,0.106272,0.208487,-0.962530,-0.137020,-4.939537,3.153285,3.006298
78156,IMU,-1264.137100,1761.714526,1750.094964,0.106279,0.208514,-0.962530,-0.136980,-4.939361,3.152696,3.006875
78157,IMU,-1264.186491,1761.746055,1750.125033,0.106330,0.208495,-0.962524,-0.137007,-4.938726,3.153115,3.006961
78158,DEPTH,-1264.186081,1761.746028,1750.125596,0.106321,0.208501,-0.962534,-0.136970,-4.938714,3.153116,3.007177
78159,IMU,-1264.235466,1761.777559,1750.155666,0.106339,0.208419,-0.962544,-0.136975,-4.938178,3.153067,3.006796
78160,IMU,-1264.284850,1761.809088,1750.185732,0.106416,0.208458,-0.962525,-0.136989,-4.938667,3.152613,3.006410
78161,IMU,-1264.334234,1761.840613,1750.215793,0.106461,0.208514,-0.962512,-0.136961,-4.938108,3.152449,3.005769
78162,DEPTH,-1264.334267,1761.840615,1750.215748,0.106462,0.208513,-0.962511,-0.136964,-4.938109,3.152449,3.005751
78163,IMU,-1264.383651,1761.872142,1750.245802,0.106478,0.208561,-0.962522,-0.136810,-4.938612,3.152856,3.005163
78164,IMU,-1264.433034,1761.903665,1750.275854,0.106495,0.208539,-0.962521,-0.136831,-4.937899,3.151754,3.005306
78165,IMU,-1264.482412,1761.935181,1750.305904,0.106505,0.208493,-0.962526,-0.136863,-4.937822,3.151408,3.004611
78166,DEPTH,-1264.484263,1761.935345,1750.303390,0.106552,0.208466,-0.962481,-0.137044,-4.937878,3.151404,3.003648
78167,IMU,-1264.533641,1761.966857,1750.333431,0.106663,0.208430,-0.962498,-0.137029,-4.937675,3.150878,3.004508
78168,IMU,-1264.583016,1761.998365,1750.363474,0.106661,0.208463,-0.962489,-0.137044,-4.937204,3.150818,3.004146
78169,IMU,-1264.632387,1762.029878,1750.393518,0.106566,0.208518,-0.962491,-0.137021,-4.937150,3.151747,3.004510
78170,DEPTH,-1264.632033,1762.029842,1750.393996,0.106557,0.208523,-0.962500,-0.136985,-4.937140,3.151748,3.004694
78171,IMU,-1264.681401,1762.061358,1750.424042,0.106569,0.208450,-0.962502,-0.137043,-4.936451,3.151479,3.004549
78172,IMU,-1264.730764,1762.092870,1750.454085,0.106550,0.208450,-0.962487,-0.137164,-4.936135,3.150954,3.004050
78173,IMU,-1264.780120,1762.124377,1750.484125,0.106546,0.208489,-0.962465,-0.137263,-4.935107,3.150431,3.003962
78174,DEPTH,-1264.779586,1762.124316,1750.484842,0.106532,0.208497,-0.962478,-0.137207,-4.935091,3.150432,3.004237
78175,IMU,-1264.828932,1762.155820,1750.514881,0.106452,0.208429,-0.962501,-0.137178,-4.934101,3.150424,3.003478
78176,IMU,-1264.878276,1762.187320,1750.544916,0.106497,0.208469,-0.962488,-0.137168,-4.934692,3.149588,3.003541
78177,IMU,-1264.927624,1762.218810,1750.574948,0.106429,0.208510,-0.962489,-0.137150,-4.934825,3.148377,3.002818
78178,DEPTH,-1264.927732,1762.218824,1750.574803,0.106432,0.208509,-0.962487,-0.137162,-4.934829,3.148377,3.002762
78179,IMU,-1264.977077,1762.250308,1750.604828,0.106402,0.208561,-0.962490,-0.137089,-4.934104,3.148455,3.002390
78180,IMU,-1265.026420,1762.281790,1750.634853,0.106545,0.208597,-0.962464,-0.137107,-4.934437,3.147960,3.002552
78181,IMU,-1265.075762,1762.313271,1750.664880,0.106553,0.208508,-0.962489,-0.137060,-4.934009,3.148191,3.002774
78182,DEPTH,-1265.076078,1762.313317,1750.664457,0.106562,0.208503,-0.962481,-0.137096,-4.934019,3.148190,3.002612
78183,IMU,-1265.125419,1762.344796,1750.694484,0.106612,0.208507,-0.962470,-0.137149,-4.934165,3.147651,3.002794
78184,IMU,-1265.174759,1762.376274,1750.724513,0.106655,0.208553,-0.962449,-0.137191,-4.933778,3.147964,3.002978
78185,IMU,-1265.224095,1762.407747,1750.754542,0.106655,0.208569,-0.962453,-0.137142,-4.933370,3.146653,3.002827
78186,DEPTH,-1265.224688,1762.407843,1750.753754,0.106672,0.208560,-0.962437,-0.137211,-4.933388,3.146653,3.002524
78187,IMU,-1265.274020,1762.439308,1750.783778,0.106735,0.208613,-0.962422,-0.137227,-4.932988,3.146377,3.002096
78188,IMU,-1265.323351,1762.470775,1750.813800,0.106667,0.208589,-0.962439,-0.137203,-4.933171,3.147007,3.002399
78189,IMU,-1265.372681,1762.502244,1750.843827,0.106709,0.208551,-0.962425,-0.137327,-4.933016,3.146816,3.003009
78190,DEPTH,-1265.372489,1762.502210,1750.844081,0.106704,0.208554,-0.962430,-0.137303,-4.933010,3.146817,3.003107
78191,IMU,-1265.421815,1762.533681,1750.874115,0.106779,0.208611,-0.962395,-0.137388,-4.932170,3.147340,3.003588
78192,IMU,-1265.471139,1762.565154,1750.904148,0.106735,0.208465,-0.962430,-0.137400,-4.932582,3.147293,3.003015
78193,IMU,-1265.520465,1762.596629,1750.934170,0.106744,0.208473,-0.962426,-0.137406,-4.932620,3.147653,3.001449
78194,DEPTH,-1265.519878,1762.596517,1750.934943,0.106727,0.208482,-0.962442,-0.137333,-4.932602,3.147653,3.001747
78195,IMU,-1265.569203,1762.627988,1750.964959,0.106718,0.208336,-0.962471,-0.137320,-4.932477,3.146592,3.001448
78196,IMU,-1265.618529,1762.659453,1750.994972,0.106727,0.208269,-0.962475,-0.137387,-4.932710,3.146444,3.001214
78197,IMU,-1265.667863,1762.690912,1751.024980,0.106758,0.208277,-0.962460,-0.137456,-4.933981,3.145425,3.000274
78198,DEPTH,-1265.668664,1762.691079,1751.023925,0.106782,0.208264,-0.962438,-0.137558,-4.934006,3.145426,2.999867
78199,IMU,-1265.718004,1762.722530,1751.053922,0.106835,0.208310,-0.962445,-0.137447,-4.934098,3.144744,2.999669
78200,IMU,-1265.767342,1762.753979,1751.083916,0.106834,0.208250,-0.962457,-0.137458,-4.933475,3.145185,2.998992
78201,IMU,-1265.816677,1762.785427,1751.113904,0.106799,0.208266,-0.962459,-0.137451,-4.933565,3.144385,2.998613
78202,DEPTH,-1265.817252,1762.785558,1751.113144,0.106817,0.208256,-0.962442,-0.137528,-4.933582,3.144386,2.998320
78203,IMU,-1265.866587,1762.816998,1751.143126,0.106794,0.208291,-0.962446,-0.137505,-4.933566,3.143717,2.998159
78204,IMU,-1265.915921,1762.848433,1751.173109,0.106766,0.208272,-0.962451,-0.137521,-4.933226,3.143307,2.998340
78205,IMU,-1265.965253,1762.879863,1751.203091,0.106738,0.208172,-0.962471,-0.137551,-4.933034,3.142712,2.998060
78206,DEPTH,-1265.964900,1762.879776,1751.203560,0.106727,0.208178,-0.962482,-0.137502,-4.933024,3.142712,2.998241
78207,IMU,-1266.014228,1762.911197,1751.233542,0.106711,0.208141,-0.962492,-0.137473,-4.932571,3.141495,2.998147
78208,IMU,-1266.063556,1762.942613,1751.263516,0.106742,0.208197,-0.962488,-0.137397,-4.932996,3.141659,2.996663
78209,IMU,-1266.112881,1762.974029,1751.293483,0.106731,0.208197,-0.962492,-0.137376,-4.932024,3.141533,2.996830
78210,DEPTH,-1266.114216,1762.974391,1751.291695,0.106774,0.208172,-0.962452,-0.137569,-4.932066,3.141536,2.996138
78211,IMU,-1266.163538,1763.005805,1751.321655,0.106705,0.208200,-0.962451,-0.137678,-4.932492,3.141153,2.995882
78212,IMU,-1266.212856,1763.037219,1751.351611,0.106743,0.208187,-0.962448,-0.137689,-4.931099,3.141776,2.995371
78213,IMU,-1266.262168,1763.068631,1751.381564,0.106736,0.208194,-0.962447,-0.137693,-4.931218,3.140634,2.995139
78214,DEPTH,-1266.261641,1763.068475,1751.382277,0.106719,0.208204,-0.962463,-0.137613,-4.931202,3.140632,2.995414
78215,IMU,-1266.310953,1763.099879,1751.412230,0.106703,0.208191,-0.962463,-0.137605,-4.931333,3.140173,2.995271
78216,IMU,-1266.360266,1763.131281,1751.442183,0.106733,0.208151,-0.962463,-0.137648,-4.931073,3.140273,2.995382
78217,IMU,-1266.409580,1763.162683,1751.472137,0.106737,0.208140,-0.962464,-0.137649,-4.931731,3.140102,2.995322
78218,DEPTH,-1266.409573,1763.162681,1751.472146,0.106737,0.208140,-0.962464,-0.137648,-4.931731,3.140102,2.995326
78219,IMU,-1266.458893,1763.194080,1751.502101,0.106625,0.208143,-0.962468,-0.137704,-4.932203,3.139616,2.995756
78220,IMU,-1266.508216,1763.225473,1751.532060,0.106728,0.208089,-0.962468,-0.137706,-4.932485,3.138986,2.995877
78221,IMU,-1266.557540,1763.256860,1751.562016,0.106672,0.208200,-0.962447,-0.137729,-4.932329,3.138585,2.995427
78222,DEPTH,-1266.557889,1763.256982,1751.561534,0.106685,0.208193,-0.962436,-0.137786,-4.932340,3.138587,2.995240
78223,IMU,-1266.607210,1763.288369,1751.591490,0.106622,0.208268,-0.962418,-0.137870,-4.931836,3.138669,2.995841
78224,IMU,-1266.656525,1763.319755,1751.621448,0.106631,0.208221,-0.962428,-0.137864,-4.931102,3.138584,2.995797
78225,IMU,-1266.705838,1763.351136,1751.651401,0.106604,0.208302,-0.962408,-0.137903,-4.931502,3.137647,2.994792
78226,DEPTH,-1266.704801,1763.350746,1751.652844,0.106566,0.208324,-0.962442,-0.137726,-4.931469,3.137642,2.995352
78227,IMU,-1266.754114,1763.382122,1751.682798,0.106586,0.208346,-0.962435,-0.137657,-4.931157,3.137462,2.995309
78228,IMU,-1266.803427,1763.413495,1751.712750,0.106508,0.208345,-0.962447,-0.137635,-4.931480,3.137132,2.995054
78229,IMU,-1266.852740,1763.444865,1751.742700,0.106482,0.208344,-0.962458,-0.137586,-4.931115,3.137001,2.995020
78230,DEPTH,-1266.853008,1763.444974,1751.742323,0.106492,0.208338,-0.962449,-0.137634,-4.931124,3.137003,2.994874
78231,IMU,-1266.902320,1763.476346,1751.772266,0.106442,0.208375,-0.962448,-0.137637,-4.931230,3.137513,2.993915
78232,IMU,-1266.951633,1763.507727,1751.802209,0.106416,0.208405,-0.962441,-0.137658,-4.931475,3.138610,2.994608
78233,IMU,-1267.000946,1763.539114,1751.832155,0.106387,0.208440,-0.962428,-0.137718,-4.931098,3.138806,2.994525
78234,DEPTH,-1267.000978,1763.539128,1751.832110,0.106388,0.208439,-0.962427,-0.137724,-4.931099,3.138806,2.994507
78235,IMU,-1267.050292,1763.570515,1751.862060,0.106442,0.208392,-0.962438,-0.137677,-4.931716,3.138552,2.995511
78236,IMU,-1267.099608,1763.601901,1751.892013,0.106495,0.208440,-0.962410,-0.137761,-4.931522,3.138788,2.995067
78237,IMU,-1267.148923,1763.633292,1751.921966,0.106451,0.208382,-0.962423,-0.137794,-4.931536,3.139290,2.995430
78238,DEPTH,-1267.148589,1763.633137,1751.922448,0.106437,0.208390,-0.962435,-0.137730,-4.931526,3.139288,2.995617
78239,IMU,-1267.197907,1763.664534,1751.952408,0.106572,0.208439,-0.962397,-0.137796,-4.932041,3.140146,2.996427
78240,IMU,-1267.247223,1763.695932,1751.982374,0.106588,0.208406,-0.962395,-0.137844,-4.931290,3.139460,2.996775
78241,IMU,-1267.296534,1763.727328,1752.012344,0.106586,0.208418,-0.962392,-0.137854,-4.930857,3.139591,2.997152
78242,DEPTH,-1267.294989,1763.726576,1752.014589,0.106522,0.208454,-0.962447,-0.137547,-4.930809,3.139581,2.998023
78243,IMU,-1267.344293,1763.757973,1752.044571,0.106564,0.208386,-0.962446,-0.137543,-4.929919,3.139918,2.998195
78244,IMU,-1267.393591,1763.789371,1752.074551,0.106483,0.208397,-0.962451,-0.137549,-4.929789,3.139575,2.997885
78245,IMU,-1267.442886,1763.820764,1752.104531,0.106505,0.208406,-0.962443,-0.137572,-4.929131,3.139103,2.998112
78246,DEPTH,-1267.443137,1763.820892,1752.104164,0.106515,0.208400,-0.962434,-0.137624,-4.929139,3.139105,2.997969
78247,IMU,-1267.492424,1763.852280,1752.134147,0.106445,0.208484,-0.962420,-0.137662,-4.928204,3.138479,2.998660
78248,IMU,-1267.541701,1763.883668,1752.164132,0.106519,0.208486,-0.962399,-0.137750,-4.927330,3.139192,2.998350
78249,IMU,-1267.590974,1763.915062,1752.194115,0.106601,0.208501,-0.962383,-0.137778,-4.927247,3.139477,2.998381
78250,DEPTH,-1267.591030,1763.915091,1752.194034,0.106604,0.208500,-0.962381,-0.137790,-4.927249,3.139478,2.998350
78251,IMU,-1267.640301,1763.946486,1752.224018,0.106608,0.208480,-0.962388,-0.137767,-4.926953,3.139493,2.998487
78252,IMU,-1267.689568,1763.977879,1752.254003,0.106536,0.208541,-0.962379,-0.137794,-4.926522,3.139042,2.998424
78253,IMU,-1267.738836,1764.009271,1752.283985,0.106520,0.208635,-0.962367,-0.137750,-4.927010,3.139394,2.998046
78254,DEPTH,-1267.738776,1764.009238,1752.284073,0.106517,0.208636,-0.962369,-0.137737,-4.927008,3.139393,2.998080
78255,IMU,-1267.788043,1764.040630,1752.314052,0.106445,0.208652,-0.962366,-0.137790,-4.926402,3.139098,2.997665
78256,IMU,-1267.837305,1764.072022,1752.344023,0.106426,0.208736,-0.962364,-0.137688,-4.926045,3.139184,2.996567
78257,IMU,-1267.886566,1764.103413,1752.373988,0.106392,0.208747,-0.962373,-0.137637,-4.926114,3.139092,2.996405
78258,DEPTH,-1267.886485,1764.103367,1752.374107,0.106389,0.208749,-0.962376,-0.137620,-4.926112,3.139092,2.996452
78259,IMU,-1267.935747,1764.134757,1752.404071,0.106404,0.208705,-0.962375,-0.137676,-4.926234,3.138859,2.996264
78260,IMU,-1267.985012,1764.166150,1752.434032,0.106462,0.208736,-0.962374,-0.137589,-4.926764,3.139791,2.995999
78261,IMU,-1268.034279,1764.197550,1752.463989,0.106511,0.208790,-0.962362,-0.137555,-4.926521,3.140319,2.995323
78262,DEPTH,-1268.034678,1764.197790,1752.463393,0.106529,0.208779,-0.962347,-0.137645,-4.926533,3.140322,2.995092
78263,IMU,-1268.083942,1764.229191,1752.493345,0.106624,0.208821,-0.962319,-0.137722,-4.926424,3.139968,2.995312
78264,IMU,-1268.133207,1764.260595,1752.523296,0.106607,0.208834,-0.962315,-0.137745,-4.926438,3.140903,2.994811
78265,IMU,-1268.182471,1764.292003,1752.553244,0.106568,0.208840,-0.962313,-0.137778,-4.926365,3.140714,2.994826
78266,DEPTH,-1268.181971,1764.291691,1752.553999,0.106544,0.208854,-0.962333,-0.137661,-4.926349,3.140709,2.995119
78267,IMU,-1268.231235,1764.323095,1752.583952,0.106537,0.208855,-0.962329,-0.137671,-4.926426,3.140259,2.995478
78268,IMU,-1268.280497,1764.354497,1752.613904,0.106590,0.208883,-0.962320,-0.137646,-4.926072,3.139974,2.994997
78269,IMU,-1268.329755,1764.385895,1752.643852,0.106584,0.208945,-0.962295,-0.137732,-4.925337,3.139800,2.994654
78270,DEPTH,-1268.329770,1764.385905,1752.643829,0.106584,0.208944,-0.962295,-0.137736,-4.925337,3.139800,2.994645
78271,IMU,-1268.379025,1764.417305,1752.673774,0.106583,0.209010,-0.962280,-0.137736,-4.925787,3.140083,2.994364
78272,IMU,-1268.428284,1764.448708,1752.703716,0.106583,0.209029,-0.962288,-0.137658,-4.926020,3.140675,2.994009
78273,IMU,-1268.477544,1764.480115,1752.733655,0.106543,0.209049,-0.962274,-0.137755,-4.925937,3.140611,2.993764
78274,DEPTH,-1268.477564,1764.480129,1752.733624,0.106544,0.209049,-0.962273,-0.137760,-4.925937,3.140611,2.993752
78275,IMU,-1268.526825,1764.511536,1752.763557,0.106647,0.209136,-0.962244,-0.137751,-4.926139,3.140913,2.992902
78276,IMU,-1268.576086,1764.542946,1752.793484,0.106592,0.209235,-0.962236,-0.137697,-4.926206,3.141048,2.992520
78277,IMU,-1268.625349,1764.574355,1752.823410,0.106634,0.209276,-0.962228,-0.137659,-4.926285,3.140756,2.992718
78278,DEPTH,-1268.624592,1764.573812,1752.824608,0.106594,0.209298,-0.962260,-0.137465,-4.926260,3.140746,2.993183
78279,IMU,-1268.673854,1764.605216,1752.854543,0.106548,0.209236,-0.962276,-0.137454,-4.926088,3.140155,2.993848
78280,IMU,-1268.723119,1764.636617,1752.884479,0.106542,0.209352,-0.962247,-0.137483,-4.927027,3.140108,2.993216
78281,IMU,-1268.772394,1764.668022,1752.914410,0.106504,0.209340,-0.962249,-0.137517,-4.927891,3.140894,2.992958
78282,DEPTH,-1268.772538,1764.668131,1752.914177,0.106512,0.209336,-0.962243,-0.137555,-4.927896,3.140896,2.992868
78283,IMU,-1268.821816,1764.699542,1752.944105,0.106537,0.209256,-0.962261,-0.137532,-4.927710,3.141226,2.992691
78284,IMU,-1268.871095,1764.730957,1752.974034,0.106603,0.209165,-0.962284,-0.137460,-4.928138,3.141881,2.993053
78285,IMU,-1268.920379,1764.762375,1753.003964,0.106570,0.209100,-0.962289,-0.137552,-4.928649,3.141675,2.993106
78286,DEPTH,-1268.921217,1764.763038,1753.002579,0.106617,0.209075,-0.962251,-0.137782,-4.928676,3.141687,2.992569
78287,IMU,-1268.970504,1764.794454,1753.032505,0.106613,0.209045,-0.962264,-0.137773,-4.928735,3.141520,2.992598
78288,IMU,-1269.019787,1764.825870,1753.062429,0.106647,0.209022,-0.962257,-0.137835,-4.927774,3.141647,2.992255
78289,IMU,-1269.069063,1764.857284,1753.092352,0.106612,0.209086,-0.962249,-0.137817,-4.927507,3.141105,2.992328
78290,DEPTH,-1269.069761,1764.857863,1753.091170,0.106653,0.209063,-0.962217,-0.138015,-4.927530,3.141116,2.991870
78291,IMU,-1269.119037,1764.889276,1753.121087,0.106716,0.209027,-0.962216,-0.138061,-4.927680,3.141493,2.991488
78292,IMU,-1269.168313,1764.920695,1753.151001,0.106659,0.209016,-0.962220,-0.138088,-4.927466,3.142123,2.991374
78293,IMU,-1269.217583,1764.952118,1753.180916,0.106633,0.209022,-0.962222,-0.138087,-4.926598,3.142641,2.991431
78294,DEPTH,-1269.217667,1764.952191,1753.180771,0.106638,0.209019,-0.962218,-0.138112,-4.926601,3.142643,2.991375
78295,IMU,-1269.266932,1764.983620,1753.210684,0.106639,0.208991,-0.962224,-0.138114,-4.926505,3.143063,2.991305
78296,IMU,-1269.316198,1765.015045,1753.240596,0.106615,0.208967,-0.962245,-0.138024,-4.926590,3.142104,2.990977
78297,IMU,-1269.365463,1765.046465,1753.270507,0.106546,0.208939,-0.962260,-0.138014,-4.926419,3.141843,2.991361
78298,DEPTH,-1269.364994,1765.046038,1753.271341,0.106517,0.208954,-0.962283,-0.137871,-4.926404,3.141835,2.991684
78299,IMU,-1269.414261,1765.077465,1753.301256,0.106508,0.208982,-0.962283,-0.137821,-4.926821,3.143663,2.991280
78300,IMU,-1269.463529,1765.108905,1753.331169,0.106490,0.209046,-0.962267,-0.137850,-4.926943,3.144294,2.991488
78301,IMU,-1269.512801,1765.140347,1753.361080,0.106484,0.209034,-0.962274,-0.137821,-4.927302,3.144148,2.990554
78302,DEPTH,-1269.514174,1765.141661,1753.358568,0.106573,0.208987,-0.962206,-0.138253,-4.927347,3.144174,2.989583
78303,IMU,-1269.563447,1765.173097,1753.388465,0.106523,0.208996,-0.962229,-0.138160,-4.927375,3.142948,2.989814
78304,IMU,-1269.612721,1765.204524,1753.418360,0.106554,0.209006,-0.962232,-0.138104,-4.927331,3.142459,2.989188
78305,IMU,-1269.661994,1765.235946,1753.448255,0.106663,0.208979,-0.962221,-0.138136,-4.927218,3.142111,2.989810
78306,DEPTH,-1269.660608,1765.234551,1753.450869,0.106570,0.209028,-0.962291,-0.137682,-4.927173,3.142084,2.990822
78307,IMU,-1269.709879,1765.265974,1753.480779,0.106637,0.209027,-0.962284,-0.137642,-4.927006,3.142528,2.991341
78308,IMU,-1269.759147,1765.297403,1753.510692,0.106650,0.208927,-0.962301,-0.137666,-4.926670,3.143133,2.991274
78309,IMU,-1269.808413,1765.328833,1753.540607,0.106748,0.209014,-0.962268,-0.137689,-4.926561,3.142890,2.991589
78310,DEPTH,-1269.808425,1765.328845,1753.540584,0.106749,0.209013,-0.962267,-0.137693,-4.926561,3.142890,2.991580
78311,IMU,-1269.857687,1765.360278,1753.570499,0.106827,0.209111,-0.962247,-0.137625,-4.925850,3.143574,2.991484
78312,IMU,-1269.906948,1765.391713,1753.600410,0.106846,0.209113,-0.962239,-0.137669,-4.926307,3.143454,2.990788
78313,IMU,-1269.956213,1765.423152,1753.630319,0.106878,0.209154,-0.962236,-0.137601,-4.926601,3.144412,2.990953
78314,DEPTH,-1269.956861,1765.423868,1753.629024,0.106924,0.209130,-0.962201,-0.137829,-4.926622,3.144427,2.990453
78315,IMU,-1270.006123,1765.455316,1753.658928,0.106853,0.209146,-0.962208,-0.137830,-4.925836,3.145121,2.990254
78316,IMU,-1270.055383,1765.486769,1753.688836,0.106949,0.209088,-0.962211,-0.137823,-4.926132,3.145531,2.991392
78317,IMU,-1270.104645,1765.518227,1753.718751,0.106994,0.209144,-0.962175,-0.137946,-4.926285,3.145972,2.991640
78318,DEPTH,-1270.104824,1765.518432,1753.718385,0.107008,0.209137,-0.962166,-0.138011,-4.926291,3.145976,2.991498
78319,IMU,-1270.154085,1765.549892,1753.748299,0.107056,0.209078,-0.962181,-0.137964,-4.925930,3.145976,2.991358
